Country Name,Country Code,Series Name,Series Code,2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021],2022 [YR2022]
Algeria,DZA,"Regulatory Quality: Percentile Rank, Lower Bound of 90% Confidence Interval",RQ.PER.RNK.LOWER,3.333333254,3.333333254,3.809523821,4.761904716,6.13207531
Algeria,DZA,"Regulatory Quality: Percentile Rank, Upper Bound of 90% Confidence Interval",RQ.PER.RNK.UPPER,13.80952358,11.90476227,14.76190472,21.90476227,25.94339561
Algeria,DZA,Regulatory Quality: Standard Error,RQ.STD.ERR,0.223171577,0.220875323,0.247676745,0.223367989,0.228334546
Algeria,DZA,Rule of Law: Estimate,RL.EST,-0.807303429,-0.86179626,-0.800302982,-0.832210958,-0.832472682
American Samoa,ASM,Control of Corruption: Estimate,CC.EST,1.780909538,1.780709863,1.266005278,1.279871821,1.27020359
American Samoa,ASM,Control of Corruption: Number of Sources,CC.NO.SRC,1,1,1,1,1
American Samoa,ASM,Control of Corruption: Percentile Rank,CC.PER.RNK,93.33333588,94.2857132,88.57142639,88.57142639,88.679245
American Samoa,ASM,"Control of Corruption: Percentile Rank, Lower Bound of 90% Confidence Interval",CC.PER.RNK.LOWER,82.85713959,82.85713959,73.80952454,70,68.39622498
American Samoa,ASM,"Control of Corruption: Percentile Rank, Upper Bound of 90% Confidence Interval",CC.PER.RNK.UPPER,100,100,95.23809814,96.66666412,97.16981506
American Samoa,ASM,Control of Corruption: Standard Error,CC.STD.ERR,0.400607586,0.407291561,0.378925622,0.428422213,0.463415056
American Samoa,ASM,Government Effectiveness: Estimate,GE.EST,0.498739511,0.490093946,0.632899344,0.639231384,0.667918146
American Samoa,ASM,Government Effectiveness: Number of Sources,GE.NO.SRC,1,1,1,1,1
American Samoa,ASM,Government Effectiveness: Percentile Rank,GE.PER.RNK,69.52381134,70,72.85713959,72.38095093,74.52830505
American Samoa,ASM,"Government Effectiveness: Percentile Rank, Lower Bound of 90% Confidence Interval",GE.PER.RNK.LOWER,43.80952454,39.52381134,46.66666794,46.66666794,48.11320877
American Samoa,ASM,"Government Effectiveness: Percentile Rank, Upper Bound of 90% Confidence Interval",GE.PER.RNK.UPPER,86.66666412,85.23809814,90,90.95237732,91.03773499
American Samoa,ASM,Government Effectiveness: Standard Error,GE.STD.ERR,0.456688792,0.461858511,0.492229521,0.484019697,0.479040474
American Samoa,ASM,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,1.166080236,1.145717978,1.09160161,1.068576336,1.128859043
American Samoa,ASM,Political Stability and Absence of Violence/Terrorism: Number of Sources,PV.NO.SRC,1,2,2,2,1
American Samoa,ASM,Political Stability and Absence of Violence/Terrorism: Percentile Rank,PV.PER.RNK,91.03773499,90.56604004,87.73584747,87.73584747,91.03773499
American Samoa,ASM,"Political Stability and Absence of Violence/Terrorism: Percentile Rank, Lower Bound of 90% Confidence Interval",PV.PER.RNK.LOWER,66.98113251,66.98113251,64.62264252,61.79245377,60.37735748
American Samoa,ASM,"Political Stability and Absence of Violence/Terrorism: Percentile Rank, Upper Bound of 90% Confidence Interval",PV.PER.RNK.UPPER,99.52830505,99.52830505,99.05660248,99.05660248,100
American Samoa,ASM,Political Stability and Absence of Violence/Terrorism: Standard Error,PV.STD.ERR,0.31444636,0.31521219,0.320048034,0.33686319,0.393693715
American Samoa,ASM,Regulatory Quality: Estimate,RQ.EST,-0.306241989,-0.325278997,0.525310516,0.534613013,0.545899749
American Samoa,ASM,Regulatory Quality: Number of Sources,RQ.NO.SRC,1,1,1,1,1
American Samoa,ASM,Regulatory Quality: Percentile Rank,RQ.PER.RNK,40,40.95238113,70.47618866,70.47618866,70.75471497
American Samoa,ASM,"Regulatory Quality: Percentile Rank, Lower Bound of 90% Confidence Interval",RQ.PER.RNK.LOWER,10.95238113,10,39.52381134,43.33333206,43.39622498
American Samoa,ASM,"Regulatory Quality: Percentile Rank, Upper Bound of 90% Confidence Interval",RQ.PER.RNK.UPPER,69.04762268,67.61904907,90,86.66666412,88.20755005
American Samoa,ASM,Regulatory Quality: Standard Error,RQ.STD.ERR,0.486478627,0.486127645,0.516059041,0.487263292,0.47335434
American Samoa,ASM,Rule of Law: Estimate,RL.EST,1.296713471,1.268459797,1.119430304,1.138901711,1.221117854
Andorra,AND,Control of Corruption: Estimate,CC.EST,1.179165602,1.176592231,1.266005278,1.279871821,1.27020359
Andorra,AND,Control of Corruption: Number of Sources,CC.NO.SRC,1,1,1,1,1
Andorra,AND,Control of Corruption: Percentile Rank,CC.PER.RNK,86.19047546,87.14286041,88.57142639,88.57142639,88.679245
Andorra,AND,"Control of Corruption: Percentile Rank, Lower Bound of 90% Confidence Interval",CC.PER.RNK.LOWER,68.57142639,66.66666412,73.80952454,70,68.39622498
Andorra,AND,"Control of Corruption: Percentile Rank, Upper Bound of 90% Confidence Interval",CC.PER.RNK.UPPER,94.76190186,94.76190186,95.23809814,96.66666412,97.16981506
Andorra,AND,Control of Corruption: Standard Error,CC.STD.ERR,0.400607586,0.407291561,0.378925622,0.428422213,0.463415056
Andorra,AND,Government Effectiveness: Estimate,GE.EST,1.879265428,1.852065086,1.749414086,1.749253273,1.495304942
Andorra,AND,Government Effectiveness: Number of Sources,GE.NO.SRC,1,1,1,1,1
Andorra,AND,Government Effectiveness: Percentile Rank,GE.PER.RNK,98.57142639,98.09523773,95.7142868,97.14286041,92.45282745
Andorra,AND,"Government Effectiveness: Percentile Rank, Lower Bound of 90% Confidence Interval",GE.PER.RNK.LOWER,82.38095093,82.38095093,80,80.47618866,75
Andorra,AND,"Government Effectiveness: Percentile Rank, Upper Bound of 90% Confidence Interval",GE.PER.RNK.UPPER,100,100,100,100,100
Andorra,AND,Government Effectiveness: Standard Error,GE.STD.ERR,0.456688792,0.461858511,0.492229521,0.484019697,0.479040474
Andorra,AND,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,1.391008735,1.577211499,1.588571787,1.581067443,1.587736487
Andorra,AND,Political Stability and Absence of Violence/Terrorism: Number of Sources,PV.NO.SRC,2,3,3,3,3
Andorra,AND,Political Stability and Absence of Violence/Terrorism: Percentile Rank,PV.PER.RNK,97.16981506,98.58490753,99.05660248,98.58490753,98.58490753
Andorra,AND,"Political Stability and Absence of Violence/Terrorism: Percentile Rank, Lower Bound of 90% Confidence Interval",PV.PER.RNK.LOWER,78.77358246,88.679245,88.679245,89.62264252,91.03773499
Andorra,AND,"Political Stability and Absence of Violence/Terrorism: Percentile Rank, Upper Bound of 90% Confidence Interval",PV.PER.RNK.UPPER,99.52830505,100,100,100,100
Andorra,AND,Political Stability and Absence of Violence/Terrorism: Standard Error,PV.STD.ERR,0.289012313,0.28083986,0.278692394,0.28245762,0.277728617
Andorra,AND,Regulatory Quality: Estimate,RQ.EST,1.187329054,1.221926212,1.335421324,1.359349608,1.398334026
Andorra,AND,Regulatory Quality: Number of Sources,RQ.NO.SRC,1,1,1,1,1
Andorra,AND,Regulatory Quality: Percentile Rank,RQ.PER.RNK,85.7142868,86.19047546,88.57142639,89.52381134,90.09433746
Andorra,AND,"Regulatory Quality: Percentile Rank, Lower Bound of 90% Confidence Interval",RQ.PER.RNK.LOWER,64.76190186,65.23809814,68.09523773,71.42857361,72.16981506
Andorra,AND,"Regulatory Quality: Percentile Rank, Upper Bound of 90% Confidence Interval",RQ.PER.RNK.UPPER,98.09523773,99.52381134,99.52381134,99.52381134,99.52830505
Andorra,AND,Regulatory Quality: Standard Error,RQ.STD.ERR,0.486478627,0.486127645,0.516059041,0.487263292,0.47335434
Andorra,AND,Rule of Law: Estimate,RL.EST,1.536625862,1.510484815,1.61627841,1.64212966,1.48544991
Angola,AGO,Control of Corruption: Estimate,CC.EST,-1.199250937,-1.058417916,-0.938672543,-0.651610196,-0.601941288
Angola,AGO,Control of Corruption: Number of Sources,CC.NO.SRC,8,10,9,10,10
Angola,AGO,Control of Corruption: Percentile Rank,CC.PER.RNK,10.95238113,13.80952358,18.5714283,29.04761887,30.6603775
Angola,AGO,"Control of Corruption: Percentile Rank, Lower Bound of 90% Confidence Interval",CC.PER.RNK.LOWER,5.714285851,9.523809433,10.95238113,19.52380943,21.22641563
Angola,AGO,"Control of Corruption: Percentile Rank, Upper Bound of 90% Confidence Interval",CC.PER.RNK.UPPER,16.66666603,24.76190567,27.1428566,40.47618866,43.39622498
Angola,AGO,Control of Corruption: Standard Error,CC.STD.ERR,0.157753244,0.159572899,0.163808867,0.161017895,0.160002798
Angola,AGO,Government Effectiveness: Estimate,GE.EST,-1.005115032,-1.128562331,-1.258393884,-1.128076315,-1.040429354
Angola,AGO,Government Effectiveness: Number of Sources,GE.NO.SRC,7,9,8,8,8
Angola,AGO,Government Effectiveness: Percentile Rank,GE.PER.RNK,14.76190472,11.90476227,9.523809433,12.38095284,13.20754719
Angola,AGO,"Government Effectiveness: Percentile Rank, Lower Bound of 90% Confidence Interval",GE.PER.RNK.LOWER,7.619047642,6.666666508,4.761904716,6.190476418,8.490566254
Angola,AGO,"Government Effectiveness: Percentile Rank, Upper Bound of 90% Confidence Interval",GE.PER.RNK.UPPER,29.52380943,21.90476227,17.1428566,24.2857151,27.35848999
Angola,AGO,Government Effectiveness: Standard Error,GE.STD.ERR,0.220668674,0.213423416,0.226563811,0.226507977,0.227610767
Angola,AGO,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,-0.347750902,-0.370094687,-0.600726008,-0.709369481,-0.64624089
Angola,AGO,Political Stability and Absence of Violence/Terrorism: Number of Sources,PV.NO.SRC,7,7,6,7,7
Angola,AGO,Political Stability and Absence of Violence/Terrorism: Percentile Rank,PV.PER.RNK,34.90565872,31.60377312,24.52830124,21.22641563,22.64151001
Angola,AGO,"Political Stability and Absence of Violence/Terrorism: Percentile Rank, Lower Bound of 90% Confidence Interval",PV.PER.RNK.LOWER,21.22641563,20.28301811,15.09433937,13.20754719,14.15094376
Angola,AGO,"Political Stability and Absence of Violence/Terrorism: Percentile Rank, Upper Bound of 90% Confidence Interval",PV.PER.RNK.UPPER,46.22641373,46.69811249,39.15094376,33.49056625,36.320755
Angola,AGO,Political Stability and Absence of Violence/Terrorism: Standard Error,PV.STD.ERR,0.213976681,0.217577815,0.217306077,0.216229737,0.222371086
Angola,AGO,Regulatory Quality: Estimate,RQ.EST,-0.800683141,-0.833844543,-0.856853485,-0.670014679,-0.606698573
Angola,AGO,Regulatory Quality: Number of Sources,RQ.NO.SRC,7,8,7,8,8
Angola,AGO,Regulatory Quality: Percentile Rank,RQ.PER.RNK,20.95238113,18.09523773,19.04761887,27.1428566,29.71698189
Angola,AGO,"Regulatory Quality: Percentile Rank, Lower Bound of 90% Confidence Interval",RQ.PER.RNK.LOWER,9.523809433,9.523809433,10.47619057,12.85714245,16.50943375
Angola,AGO,"Regulatory Quality: Percentile Rank, Upper Bound of 90% Confidence Interval",RQ.PER.RNK.UPPER,35.23809433,33.33333206,36.19047546,39.52381134,42.45283127
Angola,AGO,Regulatory Quality: Standard Error,RQ.STD.ERR,0.218948662,0.212580502,0.233334079,0.20385538,0.20897077
Angola,AGO,Rule of Law: Estimate,RL.EST,-1.000932217,-1.025190949,-0.950999379,-0.984480023,-1.021904588
Anguilla,AIA,Control of Corruption: Estimate,CC.EST,1.179165602,1.176592231,0.632469475,0.638071477,1.27020359
Anguilla,AIA,Control of Corruption: Number of Sources,CC.NO.SRC,1,1,1,1,1
Anguilla,AIA,Control of Corruption: Percentile Rank,CC.PER.RNK,86.19047546,87.14286041,73.80952454,73.33333588,88.679245
Anguilla,AIA,"Control of Corruption: Percentile Rank, Lower Bound of 90% Confidence Interval",CC.PER.RNK.LOWER,68.57142639,66.66666412,56.66666794,50.95238113,68.39622498
Anguilla,AIA,"Control of Corruption: Percentile Rank, Upper Bound of 90% Confidence Interval",CC.PER.RNK.UPPER,94.76190186,94.76190186,85.7142868,89.04762268,97.16981506
Anguilla,AIA,Control of Corruption: Standard Error,CC.STD.ERR,0.400607586,0.407291561,0.378925622,0.428422213,0.463415056
Anguilla,AIA,Government Effectiveness: Estimate,GE.EST,0.774844706,0.762488246,0.912028015,0.916736841,1.219509363
Anguilla,AIA,Government Effectiveness: Number of Sources,GE.NO.SRC,1,1,1,1,1
Anguilla,AIA,Government Effectiveness: Percentile Rank,GE.PER.RNK,75.7142868,75.23809814,80,79.52381134,84.43395996
Anguilla,AIA,"Government Effectiveness: Percentile Rank, Lower Bound of 90% Confidence Interval",GE.PER.RNK.LOWER,52.38095093,52.38095093,55.23809433,56.66666794,65.56604004
Anguilla,AIA,"Government Effectiveness: Percentile Rank, Upper Bound of 90% Confidence Interval",GE.PER.RNK.UPPER,91.42857361,91.90476227,94.76190186,95.7142868,98.58490753
Anguilla,AIA,Government Effectiveness: Standard Error,GE.STD.ERR,0.456688792,0.461858511,0.492229521,0.484019697,0.479040474
Anguilla,AIA,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,1.254837275,1.316908598,1.503742933,1.528599858,1.128859043
Anguilla,AIA,Political Stability and Absence of Violence/Terrorism: Number of Sources,PV.NO.SRC,2,2,2,2,1
Anguilla,AIA,Political Stability and Absence of Violence/Terrorism: Percentile Rank,PV.PER.RNK,92.92453003,94.81131744,98.58490753,98.11320496,91.03773499
Anguilla,AIA,"Political Stability and Absence of Violence/Terrorism: Percentile Rank, Lower Bound of 90% Confidence Interval",PV.PER.RNK.LOWER,72.16981506,75,82.07546997,83.96226501,60.37735748
Anguilla,AIA,"Political Stability and Absence of Violence/Terrorism: Percentile Rank, Upper Bound of 90% Confidence Interval",PV.PER.RNK.UPPER,99.52830505,99.52830505,100,100,100
Anguilla,AIA,Political Stability and Absence of Violence/Terrorism: Standard Error,PV.STD.ERR,0.274537474,0.305256575,0.307376355,0.32055074,0.393693715
Anguilla,AIA,Regulatory Quality: Estimate,RQ.EST,0.813936293,0.83512485,0.93036598,0.946981251,0.972116888
Anguilla,AIA,Regulatory Quality: Number of Sources,RQ.NO.SRC,1,1,1,1,1
Anguilla,AIA,Regulatory Quality: Percentile Rank,RQ.PER.RNK,77.14286041,75.23809814,79.52381134,80.95237732,80.18868256
Anguilla,AIA,"Regulatory Quality: Percentile Rank, Lower Bound of 90% Confidence Interval",RQ.PER.RNK.LOWER,54.76190567,57.61904907,56.19047546,57.61904907,58.96226501
Anguilla,AIA,"Regulatory Quality: Percentile Rank, Upper Bound of 90% Confidence Interval",RQ.PER.RNK.UPPER,92.38095093,94.2857132,96.66666412,96.66666412,96.69811249
Anguilla,AIA,Regulatory Quality: Standard Error,RQ.STD.ERR,0.486478627,0.486127645,0.516059041,0.487263292,0.47335434
Anguilla,AIA,Rule of Law: Estimate,RL.EST,-0.142761186,0.300358981,0.374158055,0.384059697,0.428121924
Antigua and Barbuda,ATG,Control of Corruption: Estimate,CC.EST,0.236239702,0.239498109,0.238533273,0.231979251,0.310604453
Antigua and Barbuda,ATG,Control of Corruption: Number of Sources,CC.NO.SRC,2,2,2,2,2
Antigua and Barbuda,ATG,Control of Corruption: Percentile Rank,CC.PER.RNK,61.90476227,61.90476227,60.95238113,60.95238113,63.20754623
Antigua and Barbuda,ATG,"Control of Corruption: Percentile Rank, Lower Bound of 90% Confidence Interval",CC.PER.RNK.LOWER,48.57143021,49.04761887,46.19047546,48.09523773,50
Antigua and Barbuda,ATG,"Control of Corruption: Percentile Rank, Upper Bound of 90% Confidence Interval",CC.PER.RNK.UPPER,73.80952454,73.80952454,73.80952454,74.76190186,78.30188751
Antigua and Barbuda,ATG,Control of Corruption: Standard Error,CC.STD.ERR,0.264159143,0.261571348,0.252231359,0.273426533,0.284191817
Antigua and Barbuda,ATG,Government Effectiveness: Estimate,GE.EST,-0.053470802,-0.05469453,-0.204486713,-0.193284988,-0.159468576
Antigua and Barbuda,ATG,Government Effectiveness: Number of Sources,GE.NO.SRC,1,1,1,1,1
Antigua and Barbuda,ATG,Government Effectiveness: Percentile Rank,GE.PER.RNK,50.47618866,49.52381134,44.2857132,44.2857132,46.22641373
Antigua and Barbuda,ATG,"Government Effectiveness: Percentile Rank, Lower Bound of 90% Confidence Interval",GE.PER.RNK.LOWER,20,20,14.76190472,13.80952358,14.62264156
Antigua and Barbuda,ATG,"Government Effectiveness: Percentile Rank, Upper Bound of 90% Confidence Interval",GE.PER.RNK.UPPER,74.2857132,73.33333588,70.95237732,70.47618866,71.69811249
Antigua and Barbuda,ATG,Government Effectiveness: Standard Error,GE.STD.ERR,0.456688792,0.461858511,0.492229521,0.484019697,0.479040474
Antigua and Barbuda,ATG,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,0.822919726,0.937967896,0.929504931,0.949530005,0.943862259
Antigua and Barbuda,ATG,Political Stability and Absence of Violence/Terrorism: Number of Sources,PV.NO.SRC,4,4,4,4,4
Antigua and Barbuda,ATG,Political Stability and Absence of Violence/Terrorism: Percentile Rank,PV.PER.RNK,73.11320496,79.71697998,79.71697998,82.54717255,82.54717255
Antigua and Barbuda,ATG,"Political Stability and Absence of Violence/Terrorism: Percentile Rank, Lower Bound of 90% Confidence Interval",PV.PER.RNK.LOWER,60.84905624,60.84905624,61.320755,61.320755,62.26415253
Antigua and Barbuda,ATG,"Political Stability and Absence of Violence/Terrorism: Percentile Rank, Upper Bound of 90% Confidence Interval",PV.PER.RNK.UPPER,91.98113251,96.22641754,96.22641754,96.69811249,96.69811249
Antigua and Barbuda,ATG,Political Stability and Absence of Violence/Terrorism: Standard Error,PV.STD.ERR,0.249047264,0.271763027,0.270491451,0.273985654,0.26718381
